ps_id,lon,lat,x_radar,y_radar,iy,ix,velocity_mm_yr,rmse_mm,psf,corr_median,valid_pair_count,first_date,last_date,displacement_first_mm,displacement_last_mm,displacement_delta_mm,corr_mean
11140,,,19817.5,1555.5,351,2194,-72.877914,0.05027482,1.0370239,0.77508515,27,2018-07-09,2019-01-29,0.0,-37.11122,-37.11122,0.7522504
11141,-44.11472282193774,-20.095844296661788,19821.5,1555.5,351,2198,-67.49829,0.03792923,1.1471959,0.826231,26,2018-07-09,2019-01-29,0.0,-51.025127,-51.025127,0.7612964
11142,-44.11494794610307,-20.095844296661788,19828.5,1555.5,351,2205,-75.014565,0.018824117,1.5658436,1.0,28,2018-07-09,2019-01-29,0.0,-55.732574,-55.732574,0.9426673
11143,,,19856.5,1555.5,351,2233,-168.7327,0.09975173,0.9607961,0.6062707,25,2018-07-09,2019-01-29,0.0,-99.965294,-99.965294,0.6041979
11144,-44.11597708514459,-20.095581863989857,19871.5,1555.5,351,2248,-21.452951,0.0054304646,1.2169675,1.0,28,2018-07-09,2019-01-29,0.0,-12.413093,-12.413093,1.0
11145,-44.11600924573964,-20.095581863989857,19872.5,1555.5,351,2249,-36.020424,0.0038482982,1.8623062,1.0,28,2018-07-09,2019-01-29,0.0,-40.076714,-40.076714,1.0
11146,-44.11604140633469,-20.095581863989857,19873.5,1555.5,351,2250,-35.893734,0.004280079,0.9372782,1.0,28,2018-07-09,2019-01-29,0.0,-40.05143,-40.05143,1.0
11147,,,19880.5,1555.5,351,2257,-21.417948,0.037465684,0.9780995,0.8702333,27,2018-07-09,2019-01-29,0.0,-32.193592,-32.193592,0.82485074
11148,-44.11674893942573,-20.09545064765389,19904.5,1555.5,351,2281,-37.542507,0.019579934,1.1305528,0.98516023,28,2018-07-09,2019-01-29,0.0,-40.344624,-40.344624,0.9494405
11149,-44.11678110002078,-20.09545064765389,19905.5,1555.5,351,2282,-35.041714,0.020091979,1.0511271,0.99248123,28,2018-07-09,2019-01-29,0.0,-39.12674,-39.12674,0.94716877
11150,-44.11729566954154,-20.095319431317925,19924.5,1555.5,351,2301,-40.285393,0.023203963,0.972427,0.9150302,28,2018-07-09,2019-01-29,0.0,-42.305065,-42.305065,0.9016022
11151,-44.11755295430192,-20.09518821498196,19934.5,1555.5,351,2311,-46.16064,0.03136491,0.98000443,0.9235933,28,2018-07-09,2019-01-29,0.0,-43.788624,-43.788624,0.9013007
11152,-44.117601195194496,-20.09518821498196,19935.5,1555.5,351,2312,-43.74301,0.027188491,0.98968214,0.9289436,28,2018-07-09,2019-01-29,0.0,-43.029636,-43.029636,0.9069997
11153,-44.117729837574686,-20.09518821498196,19938.5,1555.5,351,2315,-29.960735,0.030536178,0.9271974,0.9416717,28,2018-07-09,2019-01-29,0.0,-36.67131,-36.67131,0.93104655
11154,-44.11777807846725,-20.09518821498196,19939.5,1555.5,351,2316,-30.23559,0.036531657,0.9624305,0.94315606,28,2018-07-09,2019-01-29,0.0,-36.323853,-36.323853,0.9330139
11155,-44.11784239965735,-20.09518821498196,19941.5,1555.5,351,2318,-35.581375,0.017675355,0.9698253,0.9585792,28,2018-07-09,2019-01-29,0.0,-37.444,-37.444,0.95155764
11156,,,19944.5,1555.5,351,2321,-38.725872,0.010477815,1.1334478,1.0,28,2018-07-09,2019-01-29,0.0,-38.344593,-38.344593,0.98695344
11157,-44.11793888144249,-20.095056998645994,19946.5,1555.5,351,2323,-37.067722,0.01334445,0.9013174,0.99656993,28,2018-07-09,2019-01-29,0.0,-37.76062,-37.76062,0.975107
11158,-44.11797104203754,-20.095056998645994,19947.5,1555.5,351,2324,-36.886883,0.018050559,0.9246133,0.9802346,28,2018-07-09,2019-01-29,0.0,-37.565594,-37.565594,0.9571706
11159,-44.118019282930106,-20.095056998645994,19948.5,1555.5,351,2325,-37.25495,0.024898643,0.94666266,0.94685745,28,2018-07-09,2019-01-29,0.0,-37.755886,-37.755886,0.9305192
11160,-44.11806752382268,-20.095056998645994,19950.5,1555.5,351,2327,-37.541325,0.03125392,0.9203709,0.8768022,28,2018-07-09,2019-01-29,0.0,-39.07279,-39.07279,0.8723225
11161,,,19953.5,1555.5,351,2330,-33.993256,0.047781624,0.9195508,0.8358722,28,2018-07-09,2019-01-29,0.0,-38.583252,-38.583252,0.8025852
11162,-44.11871073572363,-20.09492578231003,19978.5,1555.5,351,2355,-57.382996,0.07464463,0.90671533,0.7928972,25,2018-07-09,2019-01-29,0.0,-47.016964,-47.016964,0.72756445
11163,-44.11874289631868,-20.09492578231003,19979.5,1555.5,351,2356,-57.1718,0.07576407,1.0255561,0.7480215,25,2018-07-09,2019-01-29,0.0,-46.301926,-46.301926,0.7222476
11164,-44.12659008151027,-20.092957537270543,20227.5,1555.5,351,2604,47.17687,0.17317317,0.9411921,0.65241575,21,2018-07-09,2019-01-29,0.0,19.83651,19.83651,0.6037164
11165,,,20241.5,1555.5,351,2618,-59.80439,0.08081908,0.9187979,0.89060295,26,2018-07-09,2019-01-29,0.0,-50.89302,-50.89302,0.7864358
11166,-44.12761922055179,-20.092826320934577,20253.5,1555.5,351,2630,-159.24887,0.053051416,1.0116788,0.92243665,27,2018-07-09,2019-01-29,0.0,-95.25563,-95.25563,0.86139256
11167,-44.13086744065159,-20.092039022918783,20359.5,1555.5,351,2736,-90.00154,0.09458889,0.9045191,0.75168276,27,2018-07-09,2019-01-29,0.0,-50.908485,-50.908485,0.7343679
11168,,,20403.5,1555.5,351,2780,-122.64051,0.16864444,0.91385776,0.6501932,24,2018-07-09,2019-01-29,0.0,-84.26984,-84.26984,0.66253483
11169,-44.13479103324739,-20.090989292231058,20487.5,1555.5,351,2864,-2.00357,0.13511597,1.0713285,0.70711946,24,2018-07-09,2019-01-29,0.0,-16.005535,-16.005535,0.68585885
11170,-44.13565936931367,-20.090858075895092,20523.5,1555.5,351,2900,-79.76477,0.09604077,0.95776385,0.54070044,21,2018-07-09,2019-01-29,0.0,-53.903664,-53.903664,0.5292913
11171,-44.14112667047175,-20.089545912535435,20741.5,1555.5,351,3118,-0.825438,0.10506618,0.9152531,0.65296054,27,2018-07-09,2019-01-29,0.0,4.6257353,4.6257353,0.6378583
11172,-44.14128747344699,-20.08941469619947,20748.5,1555.5,351,3125,3.7741945,0.1228364,1.1036954,0.40491986,14,2018-07-09,2019-01-29,0.0,5.402604,5.402604,0.39678928
11173,-44.14180204296775,-20.089283479863504,20769.5,1555.5,351,3146,43.52519,0.1710639,0.9239361,0.42010954,15,2018-07-09,2019-01-29,0.0,15.77648,15.77648,0.41637707
11174,-44.14353871510031,-20.088889830855607,20844.5,1555.5,351,3221,33.872295,0.14338611,0.93362457,0.47186804,20,2018-07-09,2019-01-29,0.0,21.669249,21.669249,0.5088745
11175,-44.150356761250386,-20.08731523482402,21078.5,1555.5,351,3455,75.18336,0.14703706,1.1882434,0.5242559,22,2018-07-09,2019-01-29,0.0,21.724216,21.724216,0.519996
11176,-44.15173966683743,-20.08692158581612,21123.5,1555.5,351,3500,85.13355,0.13944954,0.9127084,0.7007339,24,2018-07-09,2019-01-29,0.0,50.26329,50.26329,0.70316094
11177,-44.15292960885419,-20.08665915314419,21164.5,1555.5,351,3541,20.260223,0.041286193,0.9958782,0.6317731,20,2018-07-09,2019-01-29,0.0,9.984915,9.984915,0.5913047
11178,-44.154505478011515,-20.086265504136293,21214.5,1555.5,351,3591,114.57137,0.074376576,0.9519041,0.8647081,28,2018-07-09,2019-01-29,0.0,62.649467,62.649467,0.849041
11179,-44.15550245645799,-20.08600307146436,21247.5,1555.5,351,3624,33.486904,0.15932472,0.9033724,0.5852282,23,2018-07-09,2019-01-29,0.0,9.918945,9.918945,0.5628826
11180,-44.16846317626214,-20.082853879401185,21692.5,1555.5,351,4069,-90.95923,0.13553466,1.1143514,0.64342266,22,2018-07-09,2019-01-29,0.0,-38.022747,-38.022747,0.5963898
11181,-44.070019594821694,-20.106866468882906,18447.5,1556.5,352,824,-102.44857,0.08666794,1.0580666,0.87599444,28,2018-07-09,2019-01-29,0.0,-46.935368,-46.935368,0.85893863
11182,,,18452.5,1556.5,352,829,-101.963936,0.031023355,1.0874164,1.0,28,2018-07-09,2019-01-29,0.0,-48.486946,-48.486946,0.97337615
11183,-44.070148237201884,-20.10673525254694,18453.5,1556.5,352,830,-102.699425,0.037904583,0.9135955,1.0,28,2018-07-09,2019-01-29,0.0,-48.565365,-48.565365,0.95256954
11184,-44.07178842754931,-20.106341603539043,18505.5,1556.5,352,882,-81.36309,0.127058,0.9942063,0.47883588,18,2018-07-09,2019-01-29,0.0,-35.442364,-35.442364,0.45677075
11185,-44.07484368407882,-20.105685521859215,18607.5,1556.5,352,984,-13.845514,0.21261883,0.91647464,0.4529261,16,2018-07-09,2019-01-29,0.0,-10.565907,-10.565907,0.43163374
11186,-44.08117932130318,-20.104110925827626,18797.5,1556.5,352,1174,-2.4673944,0.154514,1.1826065,0.52900577,18,2018-07-09,2019-01-29,0.0,-5.2230554,-5.2230554,0.51847565
11187,-44.08835113399878,-20.102405113460073,19026.5,1556.5,352,1403,99.48992,0.11773955,1.2654161,0.58661973,25,2018-07-09,2019-01-29,0.0,62.254898,62.254898,0.57357734
11188,-44.095908873834944,-20.100568084756553,19227.5,1556.5,352,1604,-27.237394,0.031245258,1.1970099,1.0,28,2018-07-09,2019-01-29,0.0,-17.720387,-17.720387,0.95602995
11189,-44.09594103442999,-20.100568084756553,19228.5,1556.5,352,1605,-28.975637,0.0410835,0.91459024,0.972423,28,2018-07-09,2019-01-29,0.0,-18.414976,-18.414976,0.93668604
11190,-44.09658424633094,-20.100436868420587,19248.5,1556.5,352,1625,-25.436174,0.018332189,1.4621073,1.0,28,2018-07-09,2019-01-29,0.0,-18.897865,-18.897865,0.98441166
11191,-44.09661640692599,-20.100436868420587,19249.5,1556.5,352,1626,-25.532898,0.019026153,1.1285937,1.0,28,2018-07-09,2019-01-29,0.0,-18.837934,-18.837934,0.99012333
11192,-44.09664856752104,-20.100436868420587,19250.5,1556.5,352,1627,-25.912558,0.016166307,0.9769557,1.0,28,2018-07-09,2019-01-29,0.0,-18.923046,-18.923046,0.9933621
11193,-44.096938012876464,-20.10030565208462,19257.5,1556.5,352,1634,15.444103,0.0061397576,1.5443175,1.0,28,2018-07-09,2019-01-29,0.0,-5.415222,-5.415222,1.0
11194,-44.09697017347151,-20.10030565208462,19258.5,1556.5,352,1635,15.625592,0.0036224788,1.8381532,1.0,28,2018-07-09,2019-01-29,0.0,-5.482664,-5.482664,1.0
11195,-44.09700233406656,-20.10030565208462,19259.5,1556.5,352,1636,15.731414,0.0032327643,1.9995891,1.0,28,2018-07-09,2019-01-29,0.0,-5.5899897,-5.5899897,1.0
11196,-44.097452582397224,-20.100174435748656,19270.5,1556.5,352,1647,17.465866,0.0636127,1.0430996,0.8679246,27,2018-07-09,2019-01-29,0.0,-11.537504,-11.537504,0.83032185
11197,-44.09772594745513,-20.100174435748656,19277.5,1556.5,352,1654,-12.325516,0.027684044,0.98571974,0.89648324,28,2018-07-09,2019-01-29,0.0,-22.86223,-22.86223,0.8920873
11198,-44.101697780943496,-20.09912470506093,19401.5,1556.5,352,1778,-44.877686,0.027703354,1.0109632,1.0,28,2018-07-09,2019-01-29,0.0,-33.22347,-33.22347,0.9753893
11199,-44.10179426272864,-20.09912470506093,19403.5,1556.5,352,1780,-45.34911,0.023860421,0.92524624,1.0,28,2018-07-09,2019-01-29,0.0,-34.164993,-34.164993,0.96836936
11200,-44.101858583918734,-20.09912470506093,19405.5,1556.5,352,1782,-47.325077,0.05035865,0.932767,0.94348574,28,2018-07-09,2019-01-29,0.0,-34.419636,-34.419636,0.8809512
11201,-44.102131948976634,-20.099059096892947,19411.5,1556.5,352,1788,-37.838634,0.024015307,0.9338062,0.9753848,28,2018-07-09,2019-01-29,0.0,-31.187874,-31.187874,0.9537855
11202,-44.102373153439494,-20.098993488724965,19417.5,1556.5,352,1794,-37.56421,0.01863747,1.0809397,1.0,28,2018-07-09,2019-01-29,0.0,-28.697283,-28.697283,0.98912543
11203,-44.10240531403454,-20.098993488724965,19418.5,1556.5,352,1795,-37.59104,0.026403906,1.4773542,1.0,28,2018-07-09,2019-01-29,0.0,-28.570887,-28.570887,0.98511046
11204,-44.102759080580064,-20.098862272389,19427.5,1556.5,352,1804,-18.730865,0.01790642,1.0160105,0.98164636,28,2018-07-09,2019-01-29,0.0,-13.4897175,-13.4897175,0.9466137
11205,-44.10311284712559,-20.098862272389,19437.5,1556.5,352,1814,-91.67152,0.027871164,1.0561908,1.0,28,2018-07-09,2019-01-29,0.0,-68.47825,-68.47825,0.98528415
11206,-44.103145007720634,-20.098862272389,19438.5,1556.5,352,1815,-91.48083,0.022906067,1.0143013,1.0,28,2018-07-09,2019-01-29,0.0,-68.26518,-68.26518,0.9858565
11207,-44.10369173783644,-20.098731056053033,19450.5,1556.5,352,1827,-25.147179,0.0141915325,0.98894536,0.930366,27,2018-07-09,2019-01-29,0.0,-20.0694,-20.0694,0.8495862
11208,-44.104045504381965,-20.098599839717068,19458.5,1556.5,352,1835,-16.35816,0.05296895,1.0075948,1.0,28,2018-07-09,2019-01-29,0.0,-7.8457403,-7.8457403,0.9363317
11209,-44.10446359211758,-20.098468623381102,19466.5,1556.5,352,1843,-90.54114,0.024841521,1.0242141,1.0,28,2018-07-09,2019-01-29,0.0,-62.04936,-62.04936,0.9306547
11210,-44.10451183301015,-20.098468623381102,19467.5,1556.5,352,1844,-92.29947,0.02017846,0.9375998,1.0,28,2018-07-09,2019-01-29,0.0,-63.02486,-63.02486,0.9400024
11211,-44.104688716282915,-20.098468623381102,19472.5,1556.5,352,1849,-78.64247,0.05130617,1.2989738,0.90723884,28,2018-07-09,2019-01-29,0.0,-60.52381,-60.52381,0.902345
11212,-44.105074643423485,-20.098337407045136,19483.5,1556.5,352,1860,-89.35862,0.024434634,1.0580746,0.86590636,27,2018-07-09,2019-01-29,0.0,-62.649567,-62.649567,0.81865823
11213,-44.105476650861576,-20.09820619070917,19494.5,1556.5,352,1871,-85.567314,0.016417,1.1077302,1.0,28,2018-07-09,2019-01-29,0.0,-59.995113,-59.995113,0.98265314
11214,-44.10552489175415,-20.09820619070917,19495.5,1556.5,352,1872,-84.59497,0.014029785,1.1041746,1.0,28,2018-07-09,2019-01-29,0.0,-59.70259,-59.70259,0.98992455
11215,-44.105717855324436,-20.09820619070917,19499.5,1556.5,352,1876,-13.437099,0.023944465,1.0048112,1.0,28,2018-07-09,2019-01-29,0.0,-3.8066149,-3.8066149,0.95656407
11216,-44.106361067225386,-20.098074974373205,19516.5,1556.5,352,1893,-94.5179,0.007831637,1.5167553,1.0,28,2018-07-09,2019-01-29,0.0,-65.296295,-65.296295,0.9942522
11217,-44.10639322782043,-20.098074974373205,19517.5,1556.5,352,1894,-94.36932,0.0066399574,1.1833134,0.9978025,28,2018-07-09,2019-01-29,0.0,-64.88214,-64.88214,0.9831058
11218,-44.10642538841548,-20.098074974373205,19518.5,1556.5,352,1895,-94.578835,0.005750023,1.2556423,0.9871305,28,2018-07-09,2019-01-29,0.0,-64.689835,-64.689835,0.9763559
11219,-44.10645754901053,-20.098074974373205,19519.5,1556.5,352,1896,-95.45368,0.011260755,0.9917468,1.0,28,2018-07-09,2019-01-29,0.0,-64.852135,-64.852135,0.98850435
11220,,,19520.5,1556.5,352,1897,-96.536385,0.01690704,1.1862143,1.0,28,2018-07-09,2019-01-29,0.0,-65.1466,-65.1466,0.9958654
11221,,,19521.5,1556.5,352,1898,-98.335976,0.025956227,0.9035789,1.0,28,2018-07-09,2019-01-29,0.0,-65.871765,-65.871765,0.9934829
11222,-44.10655403079567,-20.09794375803724,19525.5,1556.5,352,1902,-96.69408,0.015931074,0.91397107,1.0,28,2018-07-09,2019-01-29,0.0,-64.241104,-64.241104,0.9810895
11223,,,19670.5,1556.5,352,2047,-100.44632,0.073243484,0.95996517,0.86015606,27,2018-07-09,2019-01-29,0.0,-65.01378,-65.01378,0.80876553
11224,,,19706.5,1556.5,352,2083,-54.328064,0.038675126,1.0365322,0.987605,28,2018-07-09,2019-01-29,0.0,-26.89681,-26.89681,0.95610195
11225,,,19710.5,1556.5,352,2087,-56.899345,0.058165755,0.91624266,0.7673433,25,2018-07-09,2019-01-29,0.0,-28.376284,-28.376284,0.7191278
11226,-44.11203741225127,-20.096631594677582,19711.5,1556.5,352,2088,-68.18478,0.07433448,1.0248002,0.80279136,25,2018-07-09,2019-01-29,0.0,-55.107006,-55.107006,0.74117327
11227,,,19779.5,1556.5,352,2156,-25.424976,0.07201192,1.0174184,0.6156186,25,2018-07-09,2019-01-29,0.0,-22.252504,-22.252504,0.6037776
11228,-44.115044427888215,-20.095975512997754,19828.5,1556.5,352,2205,-35.036507,0.046122793,1.1488899,1.0,28,2018-07-09,2019-01-29,0.0,-39.253246,-39.253246,0.9824236
11229,-44.11510874907831,-20.095975512997754,19830.5,1556.5,352,2207,-32.662785,0.012992311,1.518739,1.0,28,2018-07-09,2019-01-29,0.0,-37.88817,-37.88817,0.9975661
11230,,,19832.5,1556.5,352,2209,-33.685314,0.03455024,1.0267321,1.0,28,2018-07-09,2019-01-29,0.0,-38.14125,-38.14125,0.9917714
11231,-44.11520523086345,-20.095844296661788,19836.5,1556.5,352,2213,-38.976036,0.033897877,1.0049108,0.9427111,28,2018-07-09,2019-01-29,0.0,-39.327744,-39.327744,0.8921175
11232,,,19837.5,1556.5,352,2214,-38.414818,0.033110347,1.2784383,0.9270753,28,2018-07-09,2019-01-29,0.0,-38.883698,-38.883698,0.90057415
11233,-44.11610572752478,-20.095713080325822,19872.5,1556.5,352,2249,-23.333483,0.01617547,0.96696603,1.0,28,2018-07-09,2019-01-29,0.0,-13.956826,-13.956826,0.99093395
11234,,,19905.5,1556.5,352,2282,-28.753616,0.023793105,1.1917695,1.0,28,2018-07-09,2019-01-29,0.0,-34.8582,-34.8582,0.98925674
11235,-44.116845421210876,-20.09545064765389,19907.5,1556.5,352,2284,-27.430641,0.03442071,0.969766,1.0,28,2018-07-09,2019-01-29,0.0,-33.806633,-33.806633,0.97202444
11236,-44.11726350894649,-20.09545064765389,19919.5,1556.5,352,2296,-40.35149,0.038245477,1.0557812,0.9320909,28,2018-07-09,2019-01-29,0.0,-42.395554,-42.395554,0.9172624
11237,-44.118035363227634,-20.09518821498196,19947.5,1556.5,352,2324,-36.112766,0.057789803,1.0388706,0.9355521,28,2018-07-09,2019-01-29,0.0,-35.555073,-35.555073,0.876515
11238,-44.118421290368204,-20.09518821498196,19962.5,1556.5,352,2339,-46.41847,0.04420878,1.1204182,0.98578024,28,2018-07-09,2019-01-29,0.0,-41.9404,-41.9404,0.94490653
11239,,,19963.5,1556.5,352,2340,-44.868248,0.04879637,1.1043683,0.9723214,28,2018-07-09,2019-01-29,0.0,-41.58664,-41.58664,0.9324402
11240,-44.11845345096325,-20.095056998645994,19966.5,1556.5,352,2343,-41.05321,0.021037001,0.94292575,0.99612725,28,2018-07-09,2019-01-29,0.0,-40.535862,-40.535862,0.9633113
11241,-44.118517772153346,-20.095056998645994,19968.5,1556.5,352,2345,-40.095203,0.012710576,1.3204138,1.0,28,2018-07-09,2019-01-29,0.0,-38.900486,-38.900486,0.9892187
11242,,,19969.5,1556.5,352,2346,-38.50362,0.020017492,1.1325221,1.0,28,2018-07-09,2019-01-29,0.0,-38.12289,-38.12289,0.9911086
11243,-44.11874289631868,-20.095056998645994,19978.5,1556.5,352,2355,-2.8117054,0.035168726,0.9540566,0.97084814,28,2018-07-09,2019-01-29,0.0,-4.793691,-4.793691,0.90838146
11244,,,19987.5,1556.5,352,2364,-42.737953,0.047777567,1.0771306,1.0,28,2018-07-09,2019-01-29,0.0,-23.483442,-23.483442,0.97678214
11245,-44.11900018107906,-20.09492578231003,19988.5,1556.5,352,2365,-127.34107,0.053519133,1.0997334,1.0,28,2018-07-09,2019-01-29,0.0,-77.64032,-77.64032,0.9799027
11246,-44.120222283690865,-20.094663349638097,20032.5,1556.5,352,2409,-129.13812,0.13585743,0.9202649,0.65416867,21,2018-07-09,2019-01-29,0.0,-84.09132,-84.09132,0.6184756
11247,,,20062.5,1556.5,352,2439,-51.57295,0.021204133,0.98298895,1.0,24,2018-07-09,2019-01-29,0.0,-49.206364,-49.206364,0.8320857
11248,-44.12123534243486,-20.094400916966165,20064.5,1556.5,352,2441,-58.69139,0.03737747,1.0125166,1.0,23,2018-07-09,2019-01-29,0.0,-52.81025,-52.81025,0.827333
11249,-44.13855382286795,-20.090201994215263,20636.5,1556.5,352,3013,-1.0177147,0.13469988,0.93728954,0.6423378,24,2018-07-09,2019-01-29,0.0,-1.7105743,-1.7105743,0.64137733
11250,-44.14263821843898,-20.089283479863504,20803.5,1556.5,352,3180,20.405415,0.14060798,0.9026576,0.51343894,21,2018-07-09,2019-01-29,0.0,14.015765,14.015765,0.52965707
11251,-44.146626132224874,-20.088364965511744,20954.5,1556.5,352,3331,-71.9776,0.060724296,0.90981084,0.60569805,24,2018-07-09,2019-01-29,0.0,-50.365257,-50.365257,0.62255824
11252,,,20955.5,1556.5,352,3332,-74.18511,0.059659645,0.93051744,0.6196917,26,2018-07-09,2019-01-29,0.0,-49.65811,-49.65811,0.64145464
11253,-44.151771827432476,-20.087052802152087,21122.5,1556.5,352,3499,83.517715,0.027651297,1.0554415,1.0,28,2018-07-09,2019-01-29,0.0,50.92461,50.92461,0.97136754
11254,-44.151803988027524,-20.087052802152087,21123.5,1556.5,352,3500,83.74423,0.04412498,1.2953091,1.0,28,2018-07-09,2019-01-29,0.0,50.658207,50.658207,0.95050865
11255,-44.15588838359856,-20.08600307146436,21258.5,1556.5,352,3635,-0.7798353,0.1453558,0.90512806,0.59742796,22,2018-07-09,2019-01-29,0.0,-8.436891,-8.436891,0.5731736
11256,-44.159811976194355,-20.0850845571126,21388.5,1556.5,352,3765,12.731309,0.053010356,0.9064928,0.8097144,27,2018-07-09,2019-01-29,0.0,0.14733489,0.14733489,0.75815785
11257,-44.171454111601555,-20.082329014057322,21790.5,1556.5,352,4167,-16.781025,0.105401404,1.0981236,0.5385921,21,2018-07-09,2019-01-29,0.0,-21.843575,-21.843575,0.54768664
11258,-44.174830974081544,-20.081410499705562,21897.5,1556.5,352,4274,71.5999,0.14994098,0.92307293,0.41685104,15,2018-07-09,2019-01-29,0.0,40.63265,40.63265,0.450736
11259,-44.06252617617562,-20.10883471392239,18219.5,1557.5,353,596,-13.5905485,0.07713234,0.9010761,0.4761278,17,2018-07-09,2019-01-29,0.0,-14.813991,-14.813991,0.4795526
11260,-44.063941242357714,-20.108441064914494,18267.5,1557.5,353,644,54.187645,0.19415714,1.7771168,0.47448233,20,2018-07-09,2019-01-29,0.0,24.095854,24.095854,0.51288426
11261,-44.06667489293675,-20.107784983234666,18342.5,1557.5,353,719,1.5284115,0.10326355,0.92213774,0.55907077,22,2018-07-09,2019-01-29,0.0,13.450561,13.450561,0.54390585
11262,-44.0699552736316,-20.10699768521887,18444.5,1557.5,353,821,-103.77058,0.029394561,1.1296437,1.0,28,2018-07-09,2019-01-29,0.0,-49.590893,-49.590893,0.9869847
11263,-44.07069496731769,-20.10673525254694,18469.5,1557.5,353,846,0.3375025,0.13059089,0.9114508,0.5591156,22,2018-07-09,2019-01-29,0.0,-3.8921697,-3.8921697,0.5453673
11264,,,18495.5,1557.5,353,872,-164.49178,0.13909836,1.0409071,0.61778677,23,2018-07-09,2019-01-29,0.0,-76.56962,-76.56962,0.5762307
11265,-44.07423263277292,-20.105947954531146,18590.5,1557.5,353,967,-12.93168,0.038659047,0.9372401,0.5483395,22,2018-07-09,2019-01-29,0.0,-8.394159,-8.394159,0.57929116
11266,-44.07770597703805,-20.105160656515352,18685.5,1557.5,353,1062,-114.596954,0.13399942,0.9554585,0.5674693,20,2018-07-09,2019-01-29,0.0,-68.87131,-68.87131,0.5490578
11267,-44.09703449466161,-20.100436868420587,19261.5,1557.5,353,1638,36.950184,0.051117137,0.9334625,0.8825697,27,2018-07-09,2019-01-29,0.0,1.6475515,1.6475515,0.8768787
11268,-44.09787067013284,-20.100174435748656,19281.5,1557.5,353,1658,-31.515982,0.009388275,1.011498,1.0,28,2018-07-09,2019-01-29,0.0,-34.924313,-34.924313,0.9947399
11269,-44.09790283072789,-20.100174435748656,19282.5,1557.5,353,1659,-32.433712,0.006903689,1.1657336,1.0,28,2018-07-09,2019-01-29,0.0,-35.674553,-35.674553,0.9960259
11270,-44.09803147310808,-20.100174435748656,19285.5,1557.5,353,1662,13.2963,0.021726724,1.0915526,0.9972404,26,2018-07-09,2019-01-29,0.0,-2.181721,-2.181721,0.87059146
11271,-44.09828875786846,-20.100174435748656,19292.5,1557.5,353,1669,-78.394035,0.074802406,1.0155395,0.7472465,23,2018-07-09,2019-01-29,0.0,-36.796333,-36.796333,0.6700454
11272,-44.10176210213359,-20.099255921396896,19403.5,1557.5,353,1780,-46.46864,0.031319313,0.91311,0.9956717,28,2018-07-09,2019-01-29,0.0,-34.02734,-34.02734,0.94213617
11273,-44.10205154748902,-20.099255921396896,19411.5,1557.5,353,1788,-39.164482,0.005193865,1.0981694,1.0,28,2018-07-09,2019-01-29,0.0,-29.23797,-29.23797,0.9982521
11274,-44.102115868679114,-20.099255921396896,19412.5,1557.5,353,1789,-23.301414,0.010314056,0.9334743,1.0,28,2018-07-09,2019-01-29,0.0,-15.433766,-15.433766,0.98731136
11275,-44.10218018986921,-20.09912470506093,19413.5,1557.5,353,1790,-23.135761,0.0095700985,1.1017208,0.9919548,28,2018-07-09,2019-01-29,0.0,-15.268345,-15.268345,0.9791655
11276,-44.10221235046426,-20.09912470506093,19414.5,1557.5,353,1791,-23.123932,0.01741535,0.95313823,0.98821974,28,2018-07-09,2019-01-29,0.0,-15.15005,-15.15005,0.9759287
11277,-44.1023088322494,-20.09912470506093,19417.5,1557.5,353,1794,-20.181786,0.025651466,1.2608516,0.9990895,28,2018-07-09,2019-01-29,0.0,-13.398133,-13.398133,0.9475261
11278,-44.10234099284445,-20.09912470506093,19418.5,1557.5,353,1795,-20.85296,0.025745153,0.94818145,1.0,28,2018-07-09,2019-01-29,0.0,-13.432632,-13.432632,0.9475297
11279,-44.10253395641473,-20.09912470506093,19423.5,1557.5,353,1800,-41.64416,0.010792562,1.4357929,1.0,28,2018-07-09,2019-01-29,0.0,-30.038092,-30.038092,0.9915385
11280,-44.10256611700978,-20.09912470506093,19424.5,1557.5,353,1801,-41.743896,0.0076128813,1.5798528,1.0,28,2018-07-09,2019-01-29,0.0,-29.912872,-29.912872,0.9840873
11281,-44.10259827760483,-20.09912470506093,19425.5,1557.5,353,1802,-42.12901,0.0093083605,1.5170095,0.98571634,28,2018-07-09,2019-01-29,0.0,-30.078947,-30.078947,0.96736056
11282,-44.10266259879492,-20.099059096892947,19426.5,1557.5,353,1803,-42.584694,0.0104857255,1.3007263,0.9767158,28,2018-07-09,2019-01-29,0.0,-30.361204,-30.361204,0.9644714
11283,-44.10269475938997,-20.099059096892947,19427.5,1557.5,353,1804,-42.76257,0.011984346,1.331146,1.0,28,2018-07-09,2019-01-29,0.0,-30.537777,-30.537777,0.97687995
11284,-44.102759080580064,-20.098993488724965,19428.5,1557.5,353,1805,-26.235294,0.015638001,0.94151974,1.0,28,2018-07-09,2019-01-29,0.0,-16.649672,-16.649672,0.9757164
11285,-44.10370781813397,-20.098862272389,19451.5,1557.5,353,1828,-63.68689,0.037378084,1.0914487,0.9973632,28,2018-07-09,2019-01-29,0.0,-41.38226,-41.38226,0.9222985
11286,-44.104415351225015,-20.098599839717068,19466.5,1557.5,353,1843,-74.443085,0.033652823,1.0378696,0.9820838,28,2018-07-09,2019-01-29,0.0,-37.982544,-37.982544,0.9051395
