ps_id,lon,lat,x_radar,y_radar,iy,ix,velocity_mm_yr,rmse_mm,psf,corr_median,valid_pair_count,first_date,last_date,displacement_first_mm,displacement_last_mm,displacement_delta_mm,corr_mean
2622,-44.06947286470589,-20.083772393752945,18475.5,1379.5,175,852,14.973044,0.03515368,0.9863104,0.8732393,28,2018-07-09,2019-01-29,0.0,6.99514,6.99514,0.8609502
2623,-44.069505025300934,-20.083772393752945,18476.5,1379.5,175,853,14.540698,0.018098157,0.9103643,0.92408144,28,2018-07-09,2019-01-29,0.0,6.5510197,6.5510197,0.8988439
2624,,,18501.5,1379.5,175,878,-6.011323,0.041097783,1.1120026,1.0,28,2018-07-09,2019-01-29,0.0,-3.706552,-3.706552,0.97902244
2625,-44.07101657326817,-20.083378744745048,18529.5,1379.5,175,906,42.92001,0.05481797,1.2082751,0.88653916,26,2018-07-09,2019-01-29,0.0,19.758202,19.758202,0.80770624
2626,-44.071048733863215,-20.083378744745048,18530.5,1379.5,175,907,42.995613,0.067741655,0.91325575,0.87371814,27,2018-07-09,2019-01-29,0.0,20.02949,20.02949,0.8065303
2627,-44.07114521564836,-20.083378744745048,18533.5,1379.5,175,910,3.6107752,0.058662347,1.1406255,0.80354387,26,2018-07-09,2019-01-29,0.0,-7.4019237,-7.4019237,0.7737683
2628,,,18542.5,1379.5,175,919,4.1672077,0.05990478,1.0423931,1.0,27,2018-07-09,2019-01-29,0.0,0.60001117,0.60001117,0.90997475
2629,-44.07371806325216,-20.08272266306522,18682.5,1379.5,175,1059,-44.96986,0.08212533,0.9036962,0.4607408,20,2018-07-09,2019-01-29,0.0,-24.996557,-24.996557,0.46069494
2630,-44.077384371087575,-20.08180414871346,18810.5,1379.5,175,1187,-44.970028,0.025235299,1.1279352,1.0,28,2018-07-09,2019-01-29,0.0,-23.32639,-23.32639,0.9724512
2631,-44.08043962761709,-20.08114806703363,18918.5,1379.5,175,1295,-42.69409,0.14404947,0.9439096,0.52091444,19,2018-07-09,2019-01-29,0.0,-17.419584,-17.419584,0.5164294
2632,-44.087740082692875,-20.07931103833011,19143.5,1379.5,175,1520,55.2687,0.1038619,0.9624473,0.6499002,20,2018-07-09,2019-01-29,0.0,11.587573,11.587573,0.5848102
2633,-44.08896218530468,-20.07904860565818,19182.5,1379.5,175,1559,108.69667,0.09213286,0.90651083,0.72785115,28,2018-07-09,2019-01-29,0.0,51.195324,51.195324,0.7022893
2634,-44.089155148874966,-20.07904860565818,19188.5,1379.5,175,1565,60.25501,0.10705732,0.9427498,0.58016187,19,2018-07-09,2019-01-29,0.0,39.051052,39.051052,0.5413032
2635,-44.09053805446201,-20.078654956650283,19244.5,1379.5,175,1621,2.354675,0.18855153,0.9329766,0.53643465,20,2018-07-09,2019-01-29,0.0,-12.879607,-12.879607,0.53942984
2636,-44.09414004110733,-20.07786765863449,19389.5,1379.5,175,1766,-29.623201,0.07266606,1.1570581,0.6237061,24,2018-07-09,2019-01-29,0.0,-18.221453,-18.221453,0.6319793
2637,-44.09687369168637,-20.07721157695466,19489.5,1379.5,175,1866,-118.0537,0.054246314,0.91356224,0.8909577,28,2018-07-09,2019-01-29,0.0,-78.52271,-78.52271,0.8122529
2638,,,19822.5,1379.5,175,2199,22.848991,0.021216039,1.2372676,1.0,28,2018-07-09,2019-01-29,0.0,5.5388956,5.5388956,0.9983584
2639,-44.10665051258081,-20.074718466571312,19823.5,1379.5,175,2200,22.978346,0.00825449,1.244789,1.0,28,2018-07-09,2019-01-29,0.0,5.595802,5.595802,1.0
2640,-44.107132921506526,-20.074718466571312,19837.5,1379.5,175,2214,48.5606,0.11075266,1.0417644,0.5041755,19,2018-07-09,2019-01-29,0.0,35.95969,35.95969,0.4383657
2641,-44.117488633111826,-20.072225356187964,20196.5,1379.5,175,2573,121.88976,0.16617775,0.9000352,0.59673846,21,2018-07-09,2019-01-29,0.0,57.513996,57.513996,0.54028755
2642,-44.12015796250077,-20.071569274508136,20299.5,1379.5,175,2676,102.20235,0.15507999,0.98116046,0.5315473,21,2018-07-09,2019-01-29,0.0,47.11642,47.11642,0.5351663
2643,,,20604.5,1379.5,175,2981,9.181816,0.1451827,0.9473155,0.4546498,17,2018-07-09,2019-01-29,0.0,6.9004927,6.9004927,0.4617918
2644,-44.14006537083518,-20.066714270077405,20968.5,1379.5,175,3345,-73.05702,0.123071544,0.9959317,0.5201165,20,2018-07-09,2019-01-29,0.0,-22.6445,-22.6445,0.49647287
2645,-44.14045129797575,-20.06658305374144,20985.5,1379.5,175,3362,37.361385,0.16885695,0.90004355,0.5743231,21,2018-07-09,2019-01-29,0.0,23.45978,23.45978,0.5223149
2646,-44.14672261401002,-20.065139674045817,21183.5,1379.5,175,3560,14.439845,0.07592972,0.9300617,0.42550784,14,2018-07-09,2019-01-29,0.0,4.136988,4.136988,0.43659168
2647,-44.06336235164686,-20.085346989784533,18341.5,1380.5,176,718,-27.768255,0.04751078,1.0865532,0.78100985,27,2018-07-09,2019-01-29,0.0,-25.34146,-25.34146,0.7502902
2648,-44.06397340295276,-20.085215773448567,18355.5,1380.5,176,732,-22.418549,0.03183155,1.1493233,1.0,28,2018-07-09,2019-01-29,0.0,-15.398757,-15.398757,0.9817547
2649,-44.06402164384534,-20.085215773448567,18356.5,1380.5,176,733,-22.68044,0.041942075,1.2833712,1.0,28,2018-07-09,2019-01-29,0.0,-15.469019,-15.469019,0.97919494
2650,-44.06616032341599,-20.084690908104704,18414.5,1380.5,176,791,-23.073782,0.015356867,1.300319,1.0,28,2018-07-09,2019-01-29,0.0,-15.294594,-15.294594,0.999847
2651,-44.068347243879224,-20.08416604276084,18456.5,1380.5,176,833,6.784804,0.105418995,1.0964831,0.9032477,28,2018-07-09,2019-01-29,0.0,3.266643,3.266643,0.8851612
2652,-44.0692799011356,-20.08390361008891,18469.5,1380.5,176,846,-22.258524,0.038978808,1.253923,0.97675365,28,2018-07-09,2019-01-29,0.0,-8.025137,-8.025137,0.9261927
2653,-44.07024471898703,-20.08364117741698,18501.5,1380.5,176,878,-25.84299,0.029694112,1.4662445,1.0,28,2018-07-09,2019-01-29,0.0,-23.887632,-23.887632,0.9837366
2654,-44.070276879582075,-20.08364117741698,18502.5,1380.5,176,879,-24.832018,0.023382194,1.1046295,1.0,28,2018-07-09,2019-01-29,0.0,-23.45352,-23.45352,0.98676556
2655,-44.07072712791274,-20.08364117741698,18516.5,1380.5,176,893,0.9306788,0.012643306,0.96172297,1.0,28,2018-07-09,2019-01-29,0.0,0.3164699,0.3164699,0.9921199
2656,-44.07075928850779,-20.08364117741698,18517.5,1380.5,176,894,1.4724977,0.011070266,1.1877354,1.0,28,2018-07-09,2019-01-29,0.0,0.5869683,0.5869683,0.9956962
2657,-44.07082360969788,-20.083509961081013,18521.5,1380.5,176,898,-2.447504,0.040196575,0.9190978,0.96968615,28,2018-07-09,2019-01-29,0.0,-2.9124982,-2.9124982,0.93933433
2658,,,18538.5,1380.5,176,915,-19.702007,0.14833504,0.9065263,0.56550074,23,2018-07-09,2019-01-29,0.0,-6.4520288,-6.4520288,0.56326264
2659,-44.07326781492149,-20.08298509573715,18656.5,1380.5,176,1033,35.714962,0.04952199,0.9460498,0.86831975,26,2018-07-09,2019-01-29,0.0,18.101652,18.101652,0.80684596
2660,-44.080359226129474,-20.081279283369597,18914.5,1380.5,176,1291,7.0639553,0.14416963,0.9314697,0.6645944,25,2018-07-09,2019-01-29,0.0,3.5777912,3.5777912,0.63663834
2661,-44.08298031462584,-20.080623201689768,18981.5,1380.5,176,1358,-32.818897,0.061416,0.9728866,0.8647855,28,2018-07-09,2019-01-29,0.0,-17.295765,-17.295765,0.8489313
2662,-44.08302855551841,-20.080623201689768,18982.5,1380.5,176,1359,-66.32984,0.04137802,1.1173385,0.8968593,27,2018-07-09,2019-01-29,0.0,-30.4638,-30.4638,0.8558908
2663,-44.085553162229644,-20.07996712000994,19055.5,1380.5,176,1432,-43.031544,0.1417836,0.93928295,0.6401703,22,2018-07-09,2019-01-29,0.0,-41.411434,-41.411434,0.5989628
2664,-44.08831897340373,-20.07931103833011,19158.5,1380.5,176,1535,-34.25606,0.11742566,0.9151651,0.6413523,19,2018-07-09,2019-01-29,0.0,-29.711826,-29.711826,0.5971702
2665,-44.093963157834565,-20.077998874970454,19383.5,1380.5,176,1760,-29.486912,0.04606642,1.0728575,0.8074912,27,2018-07-09,2019-01-29,0.0,-20.579275,-20.579275,0.8022164
2666,,,19471.5,1380.5,176,1848,-35.946945,0.13953124,0.9262341,0.48671377,20,2018-07-09,2019-01-29,0.0,-32.39756,-32.39756,0.48530775
2667,-44.103659577241395,-20.075636980923072,19734.5,1380.5,176,2111,-38.049786,0.11144556,0.92496234,0.6601895,25,2018-07-09,2019-01-29,0.0,-34.292408,-34.292408,0.6515973
2668,-44.10375605902654,-20.075636980923072,19737.5,1380.5,176,2114,100.928925,0.11983192,1.1878701,0.6776191,23,2018-07-09,2019-01-29,0.0,51.524178,51.524178,0.60762024
2669,-44.10665051258081,-20.074849682907278,19821.5,1380.5,176,2198,25.268963,0.04181388,1.1830683,1.0,28,2018-07-09,2019-01-29,0.0,6.734435,6.734435,0.9810112
2670,-44.10668267317586,-20.074849682907278,19822.5,1380.5,176,2199,24.86003,0.036917582,0.9656732,1.0,28,2018-07-09,2019-01-29,0.0,5.9573035,5.9573035,0.97237235
2671,-44.10671483377091,-20.074849682907278,19823.5,1380.5,176,2200,25.78547,0.040373508,1.1632494,1.0,28,2018-07-09,2019-01-29,0.0,6.057365,6.057365,0.9736614
2672,,,20279.5,1380.5,176,2656,11.651808,0.18949026,1.0197532,0.48673245,19,2018-07-09,2019-01-29,0.0,18.706558,18.706558,0.51760787
2673,-44.124756927592564,-20.07051954382041,20449.5,1380.5,176,2826,24.92436,0.08291789,0.9940112,0.60548234,26,2018-07-09,2019-01-29,0.0,8.703628,8.703628,0.6150126
2674,-44.13787845037195,-20.067370351757233,20884.5,1380.5,176,3261,145.1326,0.14870113,1.0253607,0.46949238,18,2018-07-09,2019-01-29,0.0,72.89652,72.89652,0.4728968
2675,-44.14138395523213,-20.066451837405474,21017.5,1380.5,176,3394,0.9161494,0.15671828,0.91910684,0.4165211,15,2018-07-09,2019-01-29,0.0,-14.321868,-14.321868,0.4167216
2676,-44.14347439391022,-20.066058188397577,21084.5,1380.5,176,3461,33.26272,0.06069155,0.9160022,0.83867437,27,2018-07-09,2019-01-29,0.0,9.599231,9.599231,0.77151734
2677,-44.144021124026025,-20.06592697206161,21103.5,1380.5,176,3480,55.57505,0.05136229,1.010614,1.0,28,2018-07-09,2019-01-29,0.0,19.438343,19.438343,0.93907946
2678,-44.14964922815934,-20.06448359236599,21281.5,1380.5,176,3658,32.04514,0.03109527,1.0782727,1.0,28,2018-07-09,2019-01-29,0.0,4.8402214,4.8402214,0.97621006
2679,-44.14968138875439,-20.06448359236599,21282.5,1380.5,176,3659,32.55033,0.027405081,1.3697827,1.0,28,2018-07-09,2019-01-29,0.0,5.360673,5.360673,0.98040897
2680,-44.149713549349435,-20.06448359236599,21283.5,1380.5,176,3660,32.75253,0.028000945,1.0989813,1.0,28,2018-07-09,2019-01-29,0.0,5.700342,5.700342,0.9778182
2681,-44.14981003113458,-20.06448359236599,21286.5,1380.5,176,3663,12.161399,0.019861942,1.0567958,0.87636733,28,2018-07-09,2019-01-29,0.0,-2.8493397,-2.8493397,0.874222
2682,-44.0628477821261,-20.085609422456464,18329.5,1381.5,177,706,-5.753078,0.053940203,1.0462724,0.8807632,27,2018-07-09,2019-01-29,0.0,-6.149881,-6.149881,0.83837897
2683,-44.06402164384534,-20.085346989784533,18356.5,1381.5,177,733,-22.161406,0.1068479,1.0367484,0.85463893,27,2018-07-09,2019-01-29,0.0,-17.445099,-17.445099,0.78196937
2684,-44.06633720668876,-20.08482212444067,18414.5,1381.5,177,791,-27.184046,0.03643679,1.3260775,1.0,28,2018-07-09,2019-01-29,0.0,-16.588112,-16.588112,0.9543726
2685,-44.069247740540554,-20.084034826424876,18469.5,1381.5,177,846,-1.0963043,0.03394189,1.2986889,0.9750198,28,2018-07-09,2019-01-29,0.0,-0.26838854,-0.26838854,0.94611347
2686,-44.0692799011356,-20.084034826424876,18470.5,1381.5,177,847,-0.99724275,0.02954146,1.1586349,1.0,28,2018-07-09,2019-01-29,0.0,-0.5048447,-0.5048447,0.978666
2687,,,18479.5,1381.5,177,856,-23.668167,0.022898052,1.2483126,0.93860614,28,2018-07-09,2019-01-29,0.0,-9.14863,-9.14863,0.92756844
2688,-44.07037336136722,-20.083772393752945,18504.5,1381.5,177,881,-25.331995,0.03881546,0.9866483,0.82825494,28,2018-07-09,2019-01-29,0.0,-11.150193,-11.150193,0.80144733
2689,,,18533.5,1381.5,177,910,-38.62249,0.064118505,0.90416634,0.785856,27,2018-07-09,2019-01-29,0.0,-19.160583,-19.160583,0.7452777
2690,,,18656.5,1381.5,177,1033,-11.531499,0.07289289,0.95475805,0.9459966,28,2018-07-09,2019-01-29,0.0,-5.606349,-5.606349,0.87569106
2691,-44.07339645730168,-20.083116312073116,18657.5,1381.5,177,1034,-12.2143545,0.0543347,0.9662633,0.9175011,28,2018-07-09,2019-01-29,0.0,-5.7361484,-5.7361484,0.87386596
2692,-44.07365374206206,-20.08298509573715,18671.5,1381.5,177,1048,-54.26911,0.07856463,1.1456617,0.8070092,27,2018-07-09,2019-01-29,0.0,-25.18041,-25.18041,0.75832313
2693,,,18734.5,1381.5,177,1111,-30.624796,0.039608274,1.0333121,0.9170228,28,2018-07-09,2019-01-29,0.0,-11.767805,-11.767805,0.8841448
2694,-44.08304463581594,-20.080754418025734,18982.5,1381.5,177,1359,-31.80744,0.06898372,0.9268952,0.7157659,25,2018-07-09,2019-01-29,0.0,-15.614094,-15.614094,0.68291634
2695,-44.08532803806431,-20.08022955268187,19044.5,1381.5,177,1421,-40.101036,0.04390142,0.9050918,0.9212104,28,2018-07-09,2019-01-29,0.0,-23.649899,-23.649899,0.8823686
2696,-44.088126009833445,-20.079573471002043,19149.5,1381.5,177,1526,-31.850769,0.07764007,0.9214136,0.7514528,24,2018-07-09,2019-01-29,0.0,-42.608555,-42.608555,0.6661797
2697,-44.09896413036446,-20.07694914428273,19558.5,1381.5,177,1935,0.9492307,0.024349924,1.0054439,0.9937773,28,2018-07-09,2019-01-29,0.0,21.473005,21.473005,0.93489224
2698,-44.10153697796826,-20.0762930626029,19649.5,1381.5,177,2026,156.35023,0.16562197,0.93013597,0.48507947,19,2018-07-09,2019-01-29,0.0,94.294525,94.294525,0.48805004
2699,-44.10240531403454,-20.07603062993097,19683.5,1381.5,177,2060,10.491557,0.15617146,0.99338454,0.49655944,17,2018-07-09,2019-01-29,0.0,13.452577,13.452577,0.48987755
2700,,,19951.5,1381.5,177,2328,-72.61966,0.11132933,1.032341,0.51194215,20,2018-07-09,2019-01-29,0.0,-39.90116,-39.90116,0.5251073
2701,-44.11752079370687,-20.07235657252393,20196.5,1381.5,177,2573,56.82865,0.2087217,1.1869789,0.48088858,17,2018-07-09,2019-01-29,0.0,56.00351,56.00351,0.5067002
2702,-44.1227468904021,-20.07117562550024,20390.5,1381.5,177,2767,-56.72125,0.15599559,0.91768533,0.42404744,15,2018-07-09,2019-01-29,0.0,-27.782726,-27.782726,0.41948605
2703,-44.1307387982714,-20.069207380460753,20640.5,1381.5,177,3017,-120.86608,0.10505595,0.943064,0.51930106,20,2018-07-09,2019-01-29,0.0,-73.664635,-73.664635,0.52302325
2704,-44.13167145552778,-20.06894494778882,20673.5,1381.5,177,3050,5.3264275,0.10198812,0.9238229,0.47028846,16,2018-07-09,2019-01-29,0.0,-3.5886326,-3.5886326,0.4849077
2705,,,20697.5,1381.5,177,3074,-53.145218,0.13112684,0.9316069,0.55060405,19,2018-07-09,2019-01-29,0.0,-34.300797,-34.300797,0.50463563
2706,-44.13273275516435,-20.06868251511689,20716.5,1381.5,177,3093,4.506882,0.14519885,0.9313218,0.50658417,21,2018-07-09,2019-01-29,0.0,9.255961,9.255961,0.53182465
2707,-44.14226837159593,-20.066451837405474,21042.5,1381.5,177,3419,28.238052,0.08185422,0.92845374,0.55456936,23,2018-07-09,2019-01-29,0.0,19.459854,19.459854,0.52158934
2708,-44.14270253962908,-20.066320621069508,21056.5,1381.5,177,3433,7.378052,0.11188998,1.0071987,0.65946674,23,2018-07-09,2019-01-29,0.0,-8.247192,-8.247192,0.63328373
2709,-44.14405328462107,-20.066058188397577,21103.5,1381.5,177,3480,54.82002,0.008872979,1.2708122,1.0,28,2018-07-09,2019-01-29,0.0,18.399117,18.399117,1.0
2710,,,21104.5,1381.5,177,3481,54.46083,0.0053284657,1.3071182,1.0,28,2018-07-09,2019-01-29,0.0,18.107471,18.107471,1.0
2711,-44.14408544521612,-20.06592697206161,21105.5,1381.5,177,3482,54.281,0.0045037586,1.118447,1.0,28,2018-07-09,2019-01-29,0.0,17.868193,17.868193,1.0
2712,,,21184.5,1381.5,177,3561,-37.92746,0.15372515,0.9289491,0.49318796,21,2018-07-09,2019-01-29,0.0,-34.957134,-34.957134,0.5157145
2713,-44.149456264589055,-20.06474602503792,21273.5,1381.5,177,3650,-52.078846,0.110601276,0.9376344,0.64366007,24,2018-07-09,2019-01-29,0.0,-35.73147,-35.73147,0.6348816
2714,-44.149713549349435,-20.064614808701954,21282.5,1381.5,177,3659,33.632374,0.02935877,1.1358111,1.0,28,2018-07-09,2019-01-29,0.0,5.189736,5.189736,0.9655639
2715,-44.14974570994448,-20.064614808701954,21283.5,1381.5,177,3660,32.380455,0.021962728,0.9741843,1.0,28,2018-07-09,2019-01-29,0.0,4.521369,4.521369,0.96748513
2716,-44.14977787053953,-20.064614808701954,21284.5,1381.5,177,3661,31.833612,0.017910693,0.99325293,1.0,28,2018-07-09,2019-01-29,0.0,4.549071,4.549071,0.9656156
2717,-44.06490606020914,-20.085215773448567,18378.5,1382.5,178,755,-91.27022,0.09249777,0.98184705,0.61149955,23,2018-07-09,2019-01-29,0.0,-61.735043,-61.735043,0.5893339
2718,-44.06566183419275,-20.0850845571126,18396.5,1382.5,178,773,8.911943,0.13010666,1.0935742,0.6990485,21,2018-07-09,2019-01-29,0.0,0.16311288,0.16311288,0.5837592
2719,,,18414.5,1382.5,178,791,-16.58794,0.060252108,0.91324246,0.5502759,23,2018-07-09,2019-01-29,0.0,-11.540856,-11.540856,0.5770363
2720,-44.06725378364761,-20.084690908104704,18428.5,1382.5,178,805,-39.761047,0.018420147,1.7530941,1.0,28,2018-07-09,2019-01-29,0.0,-21.35116,-21.35116,1.0
2721,-44.067285944242656,-20.084690908104704,18429.5,1382.5,178,806,-39.099075,0.012302052,1.0790014,1.0,28,2018-07-09,2019-01-29,0.0,-21.086084,-21.086084,1.0
2722,-44.06960150708608,-20.08416604276084,18481.5,1382.5,178,858,-20.924568,0.035448562,1.2303785,0.99119407,28,2018-07-09,2019-01-29,0.0,-8.699228,-8.699228,0.9035044
2723,-44.069633667681124,-20.08416604276084,18482.5,1382.5,178,859,-20.292511,0.042891856,1.0668075,1.0,28,2018-07-09,2019-01-29,0.0,-8.616499,-8.616499,0.8982692
2724,-44.07082360969788,-20.083772393752945,18518.5,1382.5,178,895,-104.20553,0.041158956,0.9071692,0.9508997,28,2018-07-09,2019-01-29,0.0,-59.136013,-59.136013,0.874618
2725,-44.07085577029293,-20.083772393752945,18519.5,1382.5,178,896,-103.66283,0.048047476,1.0643753,0.91846204,28,2018-07-09,2019-01-29,0.0,-59.703808,-59.703808,0.85238683
2726,-44.071177376243405,-20.083772393752945,18528.5,1382.5,178,905,-56.978348,0.03571844,0.9140715,0.85951686,28,2018-07-09,2019-01-29,0.0,-34.29195,-34.29195,0.8385015
2727,,,18533.5,1382.5,178,910,-34.261288,0.032948468,0.9164292,0.9599058,28,2018-07-09,2019-01-29,0.0,-14.151825,-14.151825,0.87955225
2728,-44.07178842754931,-20.08364117741698,18559.5,1382.5,178,936,-16.561163,0.17030887,1.0290983,0.42192006,16,2018-07-09,2019-01-29,0.0,-14.984177,-14.984177,0.41515613
2729,,,18729.5,1382.5,178,1106,-31.809555,0.018621163,1.5212454,1.0,28,2018-07-09,2019-01-29,0.0,-12.742245,-12.742245,0.99488086
2730,,,18730.5,1382.5,178,1107,-31.845005,0.03491257,1.331255,1.0,28,2018-07-09,2019-01-29,0.0,-12.827635,-12.827635,0.9734077
2731,-44.07529393240949,-20.08272266306522,18734.5,1382.5,178,1111,-47.704685,0.048743274,0.9653809,0.94992936,28,2018-07-09,2019-01-29,0.0,-25.101324,-25.101324,0.9262308
2732,-44.07669291829406,-20.082460230393288,18787.5,1382.5,178,1164,-42.006695,0.018079259,1.0458969,0.696234,27,2018-07-09,2019-01-29,0.0,-17.304136,-17.304136,0.70100445
2733,-44.07701452424453,-20.082329014057322,18795.5,1382.5,178,1172,-48.32623,0.04389509,0.99602234,0.6431798,24,2018-07-09,2019-01-29,0.0,-26.834993,-26.834993,0.6308614
2734,-44.079185364410236,-20.08180414871346,18877.5,1382.5,178,1254,21.570314,0.16360418,1.0555558,0.47158754,17,2018-07-09,2019-01-29,0.0,1.1313019,1.1313019,0.43693775
2735,-44.08272302986546,-20.081016850697665,18975.5,1382.5,178,1352,-63.613895,0.035995424,1.0143497,0.9027083,28,2018-07-09,2019-01-29,0.0,-27.52968,-27.52968,0.8506297
2736,-44.08277127075803,-20.0808856343617,18976.5,1382.5,178,1353,-61.60461,0.021083184,1.1298169,0.9452803,28,2018-07-09,2019-01-29,0.0,-26.365028,-26.365028,0.90165955
2737,-44.082819511650605,-20.0808856343617,18977.5,1382.5,178,1354,-60.23596,0.023240326,1.0622215,0.99172103,28,2018-07-09,2019-01-29,0.0,-25.485834,-25.485834,0.9407244
2738,-44.086839586031545,-20.07996712000994,19097.5,1382.5,178,1474,-63.953552,0.075099304,0.91769934,0.4192924,15,2018-07-09,2019-01-29,0.0,-39.911858,-39.911858,0.40853515
2739,-44.08777224328792,-20.07970468733801,19138.5,1382.5,178,1515,-13.375304,0.073187366,0.951463,0.70551133,26,2018-07-09,2019-01-29,0.0,-13.737128,-13.737128,0.6684187
2740,-44.0883028931062,-20.079573471002043,19154.5,1382.5,178,1531,-159.93837,0.100006975,0.9639888,0.74214196,26,2018-07-09,2019-01-29,0.0,-87.50597,-87.50597,0.707992
2741,-44.088383294593825,-20.079573471002043,19156.5,1382.5,178,1533,-146.1936,0.07784408,0.9749738,0.7671155,27,2018-07-09,2019-01-29,0.0,-81.300385,-81.300385,0.75735754
2742,,,19207.5,1382.5,178,1584,-49.73278,0.037743434,0.92370385,0.90333176,27,2018-07-09,2019-01-29,0.0,-29.194605,-29.194605,0.8554819
2743,-44.09166367528867,-20.07878617298625,19296.5,1382.5,178,1673,60.67823,0.14212464,1.0091071,0.5253351,19,2018-07-09,2019-01-29,0.0,39.391186,39.391186,0.48837668
2744,,,19536.5,1382.5,178,1913,-29.34158,0.13490525,0.9036283,0.45158637,18,2018-07-09,2019-01-29,0.0,-8.857476,-8.857476,0.4416229
2745,-44.09851388203379,-20.077080360618694,19540.5,1382.5,178,1917,18.392948,0.12077944,0.99690604,0.5923259,22,2018-07-09,2019-01-29,0.0,8.140574,8.140574,0.54460585
2746,-44.0990606121496,-20.07694914428273,19560.5,1382.5,178,1937,-44.713768,0.09243965,0.9944536,0.6999053,24,2018-07-09,2019-01-29,0.0,-30.058542,-30.058542,0.6776697
2747,,,19647.5,1382.5,178,2024,-97.72509,0.12029961,0.9153344,0.57410204,22,2018-07-09,2019-01-29,0.0,-48.85142,-48.85142,0.5487846
2748,-44.11279318623489,-20.073668735883587,20044.5,1382.5,178,2421,66.43818,0.14078802,0.9568993,0.41837877,15,2018-07-09,2019-01-29,0.0,33.983044,33.983044,0.41783926
2749,-44.11887153869887,-20.072225356187964,20251.5,1382.5,178,2628,12.151424,0.11907839,0.934059,0.69827116,25,2018-07-09,2019-01-29,0.0,-4.818991,-4.818991,0.65221745
2750,-44.12520717592323,-20.070650760156376,20462.5,1382.5,178,2839,61.73612,0.20419835,0.969815,0.50078756,24,2018-07-09,2019-01-29,0.0,42.368618,42.368618,0.52651995
2751,-44.131735776717875,-20.069076164124787,20675.5,1382.5,178,3052,-9.174568,0.12542115,0.9830405,0.62964046,25,2018-07-09,2019-01-29,0.0,0.655254,0.655254,0.60945785
2752,-44.1410945098767,-20.06684548641337,21004.5,1382.5,178,3381,59.114407,0.18244912,1.0077413,0.43566436,16,2018-07-09,2019-01-29,0.0,37.86826,37.86826,0.41897896
2753,-44.14408544521612,-20.066189404733542,21103.5,1382.5,178,3480,6.6588035,0.022669043,0.9429838,1.0,28,2018-07-09,2019-01-29,0.0,-2.4026334,-2.4026334,0.9989252
2754,-44.14408544521612,-20.066058188397577,21104.5,1382.5,178,3481,6.6163044,0.008900675,1.435692,1.0,28,2018-07-09,2019-01-29,0.0,-2.5662417,-2.5662417,1.0
2755,-44.14411760581117,-20.066058188397577,21105.5,1382.5,178,3482,6.916628,0.004623363,0.95575136,1.0,28,2018-07-09,2019-01-29,0.0,-2.5806162,-2.5806162,1.0
2756,-44.151803988027524,-20.064221159694057,21356.5,1382.5,178,3733,-29.225775,0.09884216,1.0377051,0.43448552,15,2018-07-09,2019-01-29,0.0,-18.686932,-18.686932,0.44147533
2757,-44.064069884737904,-20.085609422456464,18357.5,1383.5,179,734,-37.83047,0.042326227,1.0208614,0.84809136,24,2018-07-09,2019-01-29,0.0,-21.638767,-21.638767,0.7475354
2758,-44.06559751300266,-20.085215773448567,18392.5,1383.5,179,769,-31.728798,0.023436198,0.9092447,0.95761424,28,2018-07-09,2019-01-29,0.0,-16.795671,-16.795671,0.90230656
2759,,,18400.5,1383.5,179,777,-37.14842,0.09282012,0.99187785,0.7795384,25,2018-07-09,2019-01-29,0.0,-23.195997,-23.195997,0.7240179
2760,-44.06686785650704,-20.084953340776636,18418.5,1383.5,179,795,-26.128248,0.127478,0.9850751,0.91330373,27,2018-07-09,2019-01-29,0.0,-19.157084,-19.157084,0.82754123
2761,-44.06725378364761,-20.08482212444067,18428.5,1383.5,179,805,5.1973453,0.015407653,1.9235559,1.0,28,2018-07-09,2019-01-29,0.0,1.6593126,1.6593126,1.0
2762,-44.067285944242656,-20.08482212444067,18429.5,1383.5,179,806,6.1728296,0.017261405,1.169685,1.0,28,2018-07-09,2019-01-29,0.0,2.009682,2.009682,1.0
2763,,,18478.5,1383.5,179,855,-11.8539095,0.13317,0.9179804,0.55305254,21,2018-07-09,2019-01-29,0.0,0.82172513,0.82172513,0.521092
2764,-44.07095225207807,-20.08390361008891,18520.5,1383.5,179,897,-10.045557,0.059179287,0.93573815,0.9873291,28,2018-07-09,2019-01-29,0.0,-6.8309307,-6.8309307,0.88630515
2765,-44.07098441267312,-20.08390361008891,18521.5,1383.5,179,898,-10.378526,0.07304041,1.0907111,0.9871701,28,2018-07-09,2019-01-29,0.0,-7.006129,-7.006129,0.89583904
2766,-44.07114521564836,-20.08390361008891,18526.5,1383.5,179,903,-42.678783,0.031695582,0.98463655,1.0,28,2018-07-09,2019-01-29,0.0,-20.867193,-20.867193,0.9466998
2767,-44.071193456540925,-20.08390361008891,18527.5,1383.5,179,904,-43.224823,0.02300663,1.0482846,1.0,28,2018-07-09,2019-01-29,0.0,-21.115297,-21.115297,0.9576874
2768,,,18528.5,1383.5,179,905,-43.67776,0.02216404,1.0143677,1.0,28,2018-07-09,2019-01-29,0.0,-21.372717,-21.372717,0.9636988
2769,,,18572.5,1383.5,179,949,0.6818682,0.17055675,0.92554706,0.5073797,21,2018-07-09,2019-01-29,0.0,4.170496,4.170496,0.49984726
2770,,,18589.5,1383.5,179,966,-0.868567,0.18699093,0.90289253,0.42338502,16,2018-07-09,2019-01-29,0.0,1.9110731,1.9110731,0.47464028
