point_id,longitude,latitude,velocity_mm_yr,dem_error_m,gamma,rmse_rad,amplitude_dispersion_index,mean_amplitude,valid_pair_count,2018-01-10,2018-01-22,2018-02-03,2018-02-15,2018-02-27,2018-03-11,2018-03-23,2018-04-04,2018-04-16,2018-04-28,2018-05-10,2018-05-22,2018-06-03,2018-06-15,2018-06-27,2018-07-09,2018-07-21,2018-08-02,2018-08-14,2018-08-26,2018-09-07,2018-09-19,2018-10-01,2018-10-13,2018-10-25,2018-11-06,2018-11-18,2018-11-30,2018-12-12,2018-12-24,2019-01-05,2019-01-17,2019-01-29
78,-44.16176365299606,-20.07708036061869,-62.0,40.0,0.98854494,0.15176974,0.17172363,0.0001721688,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.18874,7.083959,4.7504907,6.198465,7.6464386,9.094413,10.542387,11.99036,13.438334,14.886309,14.498977,13.951269,8.306397,11.487535,7.976703,4.058038
79,-44.177981326163845,-20.065533323053717,-62.0,36.0,0.9964764,0.08401511,0.16623512,0.00018862613,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.575767,8.386154,5.4746976,1.6770643,3.8503976,6.0237308,8.197064,10.370398,12.543731,14.717064,13.821304,13.476592,10.361308,10.820244,8.288698,4.155007
86,-44.157130032090976,-20.07235657252393,-60.0,36.0,0.99061596,0.13728343,0.15821503,0.00026863083,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.9938345,8.85444,6.368301,2.6773703,4.4848533,6.2923365,8.099819,9.907303,11.714786,13.522269,15.329752,15.707293,12.995528,13.434378,10.070457,5.5788126
87,-44.15365481641216,-20.08364117741698,-62.0,40.0,0.9950991,0.0991742,0.17583664,0.00029401673,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,10.018793,8.5773535,6.417549,7.4583573,8.499166,9.539973,10.580781,11.62159,12.662397,13.703206,13.265186,13.85582,9.768813,12.074627,9.989399,4.423359
92,-44.15365481641216,-20.08364117741698,-62.0,40.0,0.99385124,0.11107637,0.1650057,0.00031562397,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9601958e-15,9.450537,7.4127164,5.3253956,6.5232053,7.7210155,8.918826,10.116636,11.3144455,12.512256,13.710066,14.001321,13.854748,8.400291,10.602421,9.228561,4.133396
101,-44.157130032090976,-20.07235657252393,-60.0,36.0,0.98830754,0.15364271,0.16259168,0.0002030594,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.883007,9.412735,5.981205,7.5158916,9.050578,10.585264,12.119951,13.654637,15.189324,16.72401,16.371338,15.69222,12.703278,13.165494,10.532384,6.2254753
102,-44.1575161671664,-20.08482212444067,-60.0,36.0,0.9933006,0.11592739,0.16052273,0.0002825142,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.7804313,6.9077425,4.678258,1.558301,3.6091366,5.659972,7.710808,9.761643,11.812479,13.863315,12.427802,13.67323,10.040828,10.676109,8.58798,3.978999
106,-44.158288437317246,-20.066320621069508,-60.0,40.0,0.96672195,0.260466,0.17711703,0.00022746764,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9601958e-15,9.184998,6.7261114,5.3991256,6.6875215,7.9759173,9.264314,10.55271,11.841105,13.129501,14.417897,14.843105,15.56562,10.484062,13.203206,11.277913,5.5028334
107,-44.150050889041545,-20.0858718551284,-62.0,32.0,0.9972439,0.07430704,0.17113066,0.00025208955,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.9203916e-15,9.156704,7.070712,4.9451194,6.234622,7.5241246,8.813627,10.10313,11.3926325,12.682136,13.971639,14.152257,13.30016,9.32621,10.807294,8.07702,3.780694
108,-44.095348420023214,-20.095581863989857,-26.0,-4.0,0.9112881,0.43588206,0.17609175,0.00035253962,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.3458185,-9.904795,-9.339783,-11.799311,-7.813904,-11.421404,-11.088547,-10.538518,-11.676328,-13.4663105,-15.256292,-13.841161,-13.923208,-13.923208,-13.923208,-13.923208
109,-44.15815972562544,-20.068026433437065,-60.0,40.0,0.92887574,0.38277623,0.18616179,0.00031713524,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.600955,7.596246,5.7134194,7.715849,9.718278,11.720707,13.723137,15.725566,13.78334,11.841114,13.652181,15.913537,7.587746,10.909952,10.242138,4.807849
111,-44.15558549178928,-20.073143870539724,-58.0,40.0,0.9956475,0.093374655,0.16038811,0.00014709214,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.2865868,6.2683887,3.5871441,4.986943,6.3867416,7.7865405,9.186339,10.586139,11.985937,13.385736,13.304612,13.49361,9.440081,10.813312,8.860011,4.0864944
116,-44.15597162686471,-20.07904860565818,-60.0,40.0,0.98307085,0.18469657,0.19299243,0.00018906631,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.914043,9.54058,7.055181,4.0430336,5.685155,7.327276,8.969398,10.611519,12.25364,13.895761,14.672867,15.901274,12.968725,13.162584,10.376965,5.637771
120,-44.15442708656301,-20.0717004908441,-60.0,40.0,0.98103976,0.19561706,0.18038051,0.0002138021,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.9402936e-15,8.635164,7.14201,4.7037497,5.8668613,7.0299726,8.193084,9.356195,10.519307,11.682419,12.8455305,11.669345,13.298651,9.127614,12.449752,7.3769484,3.749977
122,-44.177981326163845,-20.065402106717748,-62.0,36.0,0.9920553,0.12631515,0.16516092,0.00013893403,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.9203916e-15,10.321038,8.002111,5.471539,6.848921,8.226302,9.603684,10.981066,12.358448,13.73583,15.113212,14.606112,14.616909,10.294165,10.88066,8.19735,3.5345042
124,-44.16768439081922,-20.071831707180067,-58.0,40.0,0.9844347,0.17712511,0.16961817,0.00019569618,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.5855455,6.9712753,5.138501,1.7757589,3.7750745,5.7743897,7.7737055,9.773021,11.772336,13.771652,13.627953,13.484254,8.751767,10.60396,9.492125,4.6503744
125,-44.09316032126248,-20.103192411475867,-30.0,-28.0,0.9221537,0.4055343,0.18537693,0.00026284982,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.800979e-16,6.897149,5.082589,6.0126734,6.0917106,2.212649,6.5287466,5.2700305,4.0698857,3.7500153,3.4301448,1.1196555,1.1196555,1.1196555,1.1196555,1.1196555,1.1196555
135,-44.1575161671664,-20.08482212444067,-60.0,40.0,0.9926844,0.12122337,0.17335667,0.00032299763,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.781735,7.324416,5.484559,6.6324368,7.7803144,8.928192,10.07607,11.223948,12.371825,13.519703,13.43495,14.922539,9.483881,11.0741625,8.272959,4.1680546
166,-44.16227849976329,-20.07301265420376,-60.0,40.0,0.9948693,0.10141454,0.17611928,0.0002781563,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.886971,8.372892,5.0611224,6.463138,7.8651533,9.267168,10.669184,12.071198,13.473214,14.87523,15.10208,14.353713,9.842614,12.056735,9.070016,5.3986716
169,-44.15906070746809,-20.06592697206161,-62.0,36.0,0.96458185,0.26856968,0.1896261,7.7959645e-05,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,6.6232758,7.1220512,3.401541,0.27305794,2.326501,4.379944,6.433387,8.48683,10.540273,12.593716,13.484269,11.439691,4.582212,8.451679,3.8246496,3.098598
183,-44.161892364687866,-20.07721157695466,-60.0,40.0,0.98572654,0.16954353,0.20472775,0.00016644613,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,9.898152,8.09523,5.5584226,6.8306003,8.1027775,9.374956,10.647134,11.919312,13.191489,14.463667,15.16856,13.718858,11.246044,12.3624,10.179431,4.962453
184,-44.14914990719889,-20.083509961081013,-62.0,24.0,0.92275953,0.39962417,0.18632154,0.00019650752,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.9203916e-15,8.847956,5.961087,4.803478,5.96343,7.1233816,8.283334,9.443286,10.603238,11.76319,12.9231415,14.083094,15.243046,6.928272,12.992077,10.947636,4.225742
192,-44.15558549178928,-20.073143870539724,-58.0,36.0,0.96856844,0.2538515,0.20102504,0.00022607588,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9601958e-15,8.447248,6.149352,4.8900228,6.3597913,7.8295603,9.299329,10.769098,12.238867,13.708635,15.178404,15.019009,14.725071,6.592593,12.346261,8.360604,4.560125
208,-44.09547713171502,-20.096631594677586,-16.0,-28.0,0.8838611,0.4968438,0.19951294,0.00028506762,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,13.823541,15.354966,16.112894,13.161045,17.593464,17.76624,18.884666,15.772524,16.422998,14.228684,18.174667,15.50413,16.35646,11.830896,8.7337,8.7337
209,-44.09573455509864,-20.104242142163592,-30.0,-32.0,0.99192834,0.12720996,0.20155519,0.00028709535,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.800979e-16,5.8196907,5.586999,3.9230356,4.381423,6.3626723,5.9851956,5.338967,0.8300353,1.374972,1.9199086,-0.33423126,-0.33423126,-0.33423126,-0.33423126,-0.33423126,-0.33423126
211,-44.14824892535624,-20.08482212444067,-62.0,36.0,0.97233886,0.23678724,0.1985304,0.00017741922,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.9203916e-15,10.787893,7.6925926,4.5747023,5.7361593,6.897616,8.0590725,9.22053,10.381987,11.543444,12.704901,13.788353,14.417106,7.497911,10.944895,6.361786,3.915831
227,-44.15172414103505,-20.083772393752945,-62.0,40.0,0.9442581,0.34013498,0.17343715,0.00015305412,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,9.685408,7.899838,5.143915,6.610665,8.0774145,9.544165,11.010914,12.477664,13.944413,15.411163,15.3831415,13.9961195,6.991179,12.637772,11.64465,4.447296
230,-44.1558429151729,-20.078654956650283,-58.0,40.0,0.99377,0.11183355,0.20406978,0.00019458176,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.928124,8.323913,6.280275,7.6898875,9.099501,10.509112,11.918725,13.328338,14.73795,16.147562,15.279184,15.700932,13.073331,13.4487915,10.377857,6.137937
234,-44.09496228494779,-20.095319431317925,-30.0,-20.0,0.933926,0.3708147,0.21000704,0.00035274707,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,-10.38909,-11.722956,-10.620733,-13.911842,-9.348872,-11.082522,-9.815378,-12.800638,-14.460179,-16.588129,-16.588129,-16.588129,-16.588129,-16.588129,-16.588129,-16.588129
235,-44.1672982557438,-20.07393116855552,-60.0,40.0,0.94888365,0.32600248,0.19429739,0.00019437468,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.9402936e-15,8.559208,7.693279,4.565324,5.8034625,7.041601,8.279739,9.517879,10.756017,11.994156,13.232294,14.410774,15.409507,9.303324,12.749208,12.276372,6.5874352
250,-44.1558429151729,-20.071831707180067,-58.0,36.0,0.9687802,0.25208294,0.20764968,0.00012654542,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.800979e-16,8.455109,6.856509,6.32152,7.29262,8.2637205,9.23482,10.205921,11.177021,12.148121,13.119222,11.778492,12.142852,9.683594,10.790605,8.069021,5.923688
262,-44.15558549178928,-20.073143870539724,-60.0,40.0,0.9888833,0.14947388,0.214402,0.00019721958,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.2437725,7.0964656,4.155225,5.546492,6.93776,8.329027,9.720295,11.111563,12.5028305,13.894098,13.013551,13.057307,8.666603,11.136352,8.153773,3.6517997
279,-44.15378352810397,-20.08390361008891,-62.0,40.0,0.9593733,0.28800502,0.1987492,0.00014123438,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.894406,9.898591,7.7069683,3.9932773,5.4916344,6.989991,8.488348,9.986706,11.485063,12.983419,11.697484,14.125182,9.87342,11.681672,12.032167,5.6019607
292,-44.09277418618706,-20.09308875360651,-62.0,-40.0,0.94386774,0.3385104,0.2108965,0.00015072811,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.734332,7.577923,7.4822636,8.1315,6.095133,6.134641,5.2367263,6.3950806,7.553435,8.711789,9.870143,11.028498,12.1868515,13.345205,12.80188,11.508524
294,-44.150050889041545,-20.0858718551284,-62.0,40.0,0.99573416,0.09243322,0.20145847,0.00022659368,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.319383,7.6495504,4.381505,5.621713,6.8619213,8.10213,9.342339,10.582546,11.822755,13.0629635,13.140995,12.541188,8.924584,9.987392,7.640415,3.5138333
297,-44.1509518708842,-20.07445603389938,-62.0,40.0,0.91531914,0.42315394,0.18903947,0.000473964,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9601958e-15,10.566016,9.545724,7.124465,8.412855,9.701245,10.9896345,12.278025,13.566415,14.854804,16.143194,16.484453,16.825712,9.557846,10.150414,10.742983,3.9446452
298,-44.09573455509864,-20.104110925827623,-32.0,-32.0,0.9713802,0.24072301,0.20770803,0.00019924583,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.491573,5.00258,5.2216806,4.8657527,2.5564423,6.1162004,5.8393273,4.40455,2.9697726,1.5349952,1.5349952,1.5349952,1.5349952,1.5349952,1.5349952,1.5349952
302,-44.1509518708842,-20.07445603389938,-64.0,40.0,0.9010573,0.46399283,0.19030711,0.00030566705,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,10.134838,9.685109,6.8846393,8.192128,9.499618,10.807107,12.114596,13.422086,14.729575,16.037064,14.124249,12.211435,10.298621,10.298792,10.298964,3.6298764
307,-44.15558549178928,-20.073143870539724,-60.0,36.0,0.94426954,0.33953795,0.21462357,0.0001921205,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,9.704253,6.242033,4.251357,6.598203,8.945049,11.291895,13.6387415,15.985587,15.159671,14.333755,14.923454,13.95019,5.3039694,11.461414,7.515388,3.6878948
322,-44.16150622961244,-20.065533323053717,-58.0,32.0,0.9559043,0.30019727,0.20587029,0.00021429466,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.578047,6.443991,5.2585993,6.3338437,7.409088,8.484332,9.559577,10.634821,11.710066,12.78531,13.860555,13.981247,9.801939,14.285298,8.056603,3.7349937
326,-44.158417149009054,-20.066714270077405,-60.0,28.0,0.92922074,0.38275728,0.21405818,0.00021434038,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.9203916e-15,10.8517275,6.6911554,5.549282,7.620368,9.691454,11.76254,13.833626,15.904712,15.436948,14.969184,15.035581,15.155772,7.9531736,12.524024,11.452244,5.622927
334,-44.14824892535624,-20.08482212444067,-64.0,36.0,0.9591197,0.28854805,0.20624818,0.00011566065,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.9203916e-15,11.270503,8.107315,6.3883095,7.459859,8.531408,9.602959,10.674508,11.7460575,12.817607,13.889156,15.969876,15.914576,9.894677,13.653672,8.681937,5.062158
341,-44.093417744646096,-20.094138484294238,-30.0,0.0,0.9271192,0.38806647,0.20293237,0.00020528595,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.587911,-9.327373,-11.372855,-13.34004,-13.40445,-15.480797,-14.261506,-14.889484,-14.12129,-14.642351,-15.163411,-15.163411,-15.163411,-15.163411,-15.163411,-15.163411
342,-44.09573455509864,-20.104110925827623,-28.0,-32.0,0.967172,0.2586741,0.21095438,0.00017666417,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.9203916e-15,2.7197871,2.152746,2.5213592,3.1288178,1.3857489,3.5839908,2.6072223,-3.3567638,-1.3207759,0.71521205,-2.2025,-2.2025,-2.2025,-2.2025,-2.2025,-2.2025
343,-44.094704861564175,-20.094663349638097,-30.0,-12.0,0.9320163,0.37439924,0.20520887,0.00024680147,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.123063,-11.575008,-10.834053,-13.809148,-12.204564,-10.895072,-11.110158,-14.7689,-15.387402,-15.387402,-15.387402,-15.387402,-15.387402,-15.387402,-15.387402,-15.387402
350,-44.15494193333024,-20.07143805817217,-60.0,32.0,0.9771433,0.21485306,0.2082436,0.000101412086,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.539035,8.109246,6.4320307,3.6179225,5.192162,6.7664022,8.340642,9.914882,11.489121,13.063361,14.637601,15.56029,10.704242,13.766613,8.73294,5.8236985
351,-44.15365481641216,-20.083509961081013,-62.0,40.0,0.99176425,0.12863493,0.1975397,0.00024892512,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.9601958e-15,8.984783,7.182034,4.7149563,6.2347536,7.754551,9.274348,10.794146,12.313943,13.83374,15.353538,14.886055,14.144967,8.709143,11.401631,8.333157,4.0528026
354,-44.095219708331406,-20.10188024811621,-34.0,-40.0,0.85031635,0.56276417,0.19688289,0.0001462547,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.9004895e-16,3.8377388,2.5769014,3.532769,2.3261337,4.203188,10.634589,9.296903,4.710086,3.6854718,2.6608577,0.05577782,-0.023493681,-0.10276519,-0.10276519,-0.10276519,-0.10276519
355,-44.14721923182177,-20.07944225466608,-62.0,40.0,0.9097379,0.4362786,0.20008743,0.0001692326,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.739369,8.7868805,7.6954527,8.333568,8.9716835,9.609798,10.247913,10.886029,11.524144,12.162259,17.152962,16.793053,7.911026,16.724108,12.129172,7.869736
358,-44.161892364687866,-20.076817927946763,-60.0,40.0,0.97885114,0.2066355,0.2046915,0.00012147129,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.485037,7.7846055,4.439416,7.1691256,9.898835,12.628545,15.358254,14.487317,13.616381,12.745444,12.999201,13.624689,9.537382,12.276058,6.0052314,3.3767
365,-44.09483357325598,-20.095975512997757,-16.0,-16.0,0.87048537,0.5251366,0.2145026,0.00022786683,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.726743,-10.788241,-10.817406,-13.273648,-9.602928,-8.03419,-7.1295757,-8.170864,-7.991542,-12.292189,-11.214877,-11.084055,-12.514224,-11.547823,-17.156385,-17.156385
371,-44.16150622961244,-20.065533323053717,-58.0,36.0,0.96249855,0.27732918,0.21806788,0.00021408769,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.9203916e-15,9.175908,7.8701444,6.09211,7.0995026,8.1068945,9.114287,10.121679,11.129071,12.136464,13.143856,14.151248,15.158641,10.640596,13.971796,7.653241,5.653826
372,-44.156615185323744,-20.07235657252393,-60.0,40.0,0.98747224,0.15874347,0.22571152,0.00016332245,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9601958e-15,12.227042,8.620171,7.421191,8.576187,9.731182,10.886178,12.041173,13.196169,14.351164,15.50616,16.642977,15.869775,11.211309,13.043709,10.446805,6.2252045
376,-44.177981326163845,-20.065533323053717,-64.0,40.0,0.98931545,0.14667082,0.2060611,0.0001226925,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.477066,7.085081,5.3873606,6.5332665,7.679172,8.825078,9.9709835,11.116889,12.2627945,13.4087,11.758686,12.127457,7.922921,9.932006,7.06614,3.2055833
428,-44.095348420023214,-20.099255921396896,-34.0,-20.0,0.8599175,0.5520587,0.21099286,0.00021701,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.927896,10.323119,11.612257,8.56028,9.508765,11.472426,10.92111,8.702645,7.589104,6.475563,5.362022,7.958697,10.555372,13.152047,15.748722,18.345396
445,-44.15030831242516,-20.084690908104704,-62.0,40.0,0.9537714,0.31028697,0.19998807,0.00011961138,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9601958e-15,7.417789,7.4232187,3.9709482,0.79849255,1.5239768,3.5675485,5.61112,7.6546917,9.698263,11.741835,13.785406,12.410576,8.295143,11.815154,8.670514,2.6041653
451,-44.095348420023214,-20.09269510459861,-50.0,-32.0,0.89500684,0.4699368,0.21193483,0.000103801125,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.9601958e-15,12.206221,9.653876,8.347887,5.8847237,8.331053,7.739167,8.498749,7.154002,9.134917,11.115833,13.096748,15.077664,17.058578,19.039495,17.933907,13.4997015
452,-44.1624072114551,-20.06658305374144,-60.0,36.0,0.99999905,0.0013166264,0.18705474,0.00012239197,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.916224,6.468562,4.23733,5.598845,6.96036,8.321875,9.68339,11.044905,12.40642,13.767935,13.366576,13.038303,9.238227,10.3883915,7.7871037,3.6903245
454,-44.161892364687866,-20.07721157695466,-60.0,40.0,0.98762494,0.15781839,0.21329112,0.000108521395,32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.9402936e-15,7.596528,7.721937,6.2123866,1.5698802,3.7241309,5.8783813,8.032632,10.186883,12.341133,14.495384,13.171604,13.758657,9.824087,10.759411,8.881957,4.2201543
