point_id,radar_y,radar_x,velocity_mm_yr,dem_error_m,constant_phase_rad,gamma,rmse_rad,gamma_initial,rmse_initial_rad,amplitude_dispersion_index,mean_amplitude,valid_pair_count,latitude,longitude
1204,1498.5,19125.5,-26.0,0.0,2.0617695,0.93913746,0.35383812,0.46650416,1.1942949,0.24792047,0.0003644777,32,-20.094400916966165,-44.093546456337904
1217,1476.5,21525.5,-58.0,40.0,-0.96165204,0.9690986,0.2505538,0.5575275,1.143264,0.24575986,9.5118936e-05,32,-20.074718466571312,-44.16202107637967
1231,1546.5,21030.5,-60.0,32.0,-1.7567762,0.9371452,0.3654364,0.41460183,1.3250946,0.24572617,0.00011899009,32,-20.08692158581612,-44.14992217734974
1247,1503.5,19149.5,-30.0,-12.0,1.1810772,0.9238721,0.39515322,0.47505388,1.1585926,0.2348293,0.00022071703,32,-20.094663349638097,-44.094704861564175
1251,1488.5,19106.5,-48.0,-36.0,1.3224912,0.89386845,0.4703759,0.3719945,1.3187704,0.24224225,0.00015514281,32,-20.093219969942474,-44.09251676280344
1256,1493.5,19175.5,-52.0,-40.0,1.0854418,0.86129993,0.54238904,0.4012539,1.2665408,0.24783906,0.0001059604,32,-20.093219969942474,-44.09483357325598
1259,1461.5,21556.5,-60.0,40.0,-1.0360649,0.9829678,0.18534474,0.47745135,1.2528574,0.24443871,0.00014352797,32,-20.072881437867792,-44.16227849976329
1260,1435.5,21338.5,-60.0,32.0,-1.0971874,0.9734008,0.23258153,0.48421162,1.1905453,0.23211527,0.00010914595,32,-20.071044409164273,-44.154813221638435
1289,1499.5,21229.5,-60.0,40.0,-0.93131316,0.9900696,0.14119089,0.509096,1.1101472,0.24933314,0.00012980548,32,-20.079835903673974,-44.154169663179395
1290,1509.5,19163.5,-28.0,-4.0,1.7446374,0.9366193,0.3611681,0.48340282,1.1410475,0.23686811,0.0001664893,32,-20.095319431317925,-44.095219708331406
1291,1495.5,19166.5,-54.0,-40.0,1.6712352,0.8996914,0.4565308,0.41000742,1.2714111,0.2475767,0.00012423437,32,-20.09361361895037,-44.094704861564175
1292,1490.5,19120.5,-52.0,-36.0,1.5146874,0.9403788,0.35013777,0.45912945,1.2067512,0.23605238,0.00015071555,32,-20.09335118627844,-44.09303160957067
1305,1539.5,19226.5,-42.0,-8.0,3.133867,0.83434314,0.59625983,0.43044132,1.235904,0.23497155,0.00011737869,32,-20.098862272389,-44.097150383708524
1313,1454.5,21348.5,-60.0,40.0,-0.7639085,0.9211648,0.4038228,0.43351462,1.293751,0.23622842,0.00013031399,32,-20.073406303211655,-44.1558429151729
1329,1453.5,21195.5,-62.0,40.0,-1.1840789,0.91050994,0.4318001,0.4104967,1.288733,0.2425376,0.00029912443,32,-20.07445603389938,-44.1509518708842
